sitio,trilha,ponto,quadrante,dist,cap,q,m,e,rep,onça
CT-RBG-2-134,1,50,3,0,0,,,,,
CT-RBG-2-134,1,50,4,410,39.4,,,,,
CT-RBG-2-134,1,40,1,305,77.5,,,,,
CT-RBG-2-134,1,40,2,580,32.6,,,,,
CT-RBG-2-134,1,40,3,295,64.5,,,,,
CT-RBG-2-134,1,40,4,154,31,,,,,
CT-RBG-2-134,1,30,1,0,0,,,,,
CT-RBG-2-134,1,30,2,650,53,,,,,
CT-RBG-2-134,1,30,3,420,53.4,,,,,
CT-RBG-2-134,1,30,4,240,39.7,,,,,
CT-RBG-2-134,1,20,1,190,37.5,,,,,
CT-RBG-2-134,1,20,2,220,107.8,,,,,
CT-RBG-2-134,1,20,3,0,0,,,,,
CT-RBG-2-134,1,20,4,345,170,,,,,
CT-RBG-2-134,1,10,1,510,206.5,,,,,
CT-RBG-2-134,1,10,2,342,84,,,,,
CT-RBG-2-134,1,10,3,440,40.9,,,,,
CT-RBG-2-134,1,10,4,75,39.5,,,,,
CT-RBG-2-134,1,50,1,0,0,,,,,
CT-RBG-2-134,2,50,2,0,0,,,,,
CT-RBG-2-134,2,50,3,0,0,,,,,
CT-RBG-2-134,2,50,4,420,41.2,,,,,
CT-RBG-2-134,2,40,1,750,53.9,,,,,
CT-RBG-2-134,2,40,2,625,164.4,,,,,
CT-RBG-2-134,2,40,3,535,,,,,rep p50 q4,
CT-RBG-2-134,2,40,4,465,59.9,,,,,
CT-RBG-2-134,2,30,1,605,50.3,,,,,
CT-RBG-2-134,2,30,2,540,56.7,,,,,
CT-RBG-2-134,2,30,3,545,,,,,rep p40 q4,
CT-RBG-2-134,2,30,4,0,0,,,,,
CT-RBG-2-134,2,20,1,147,169.8,,,,,
CT-RBG-2-134,2,20,2,0,0,,,,,
CT-RBG-2-134,2,20,3,100,33,,,,,
CT-RBG-2-134,2,20,4,125,38.2,,,,,
CT-RBG-2-134,2,10,1,540,76.6,,,,,
CT-RBG-2-134,2,10,2,350,35.2,,,,,
CT-RBG-2-134,2,10,3,125,32.1,,,,,
CT-RBG-2-134,2,10,4,230,37.6,,,,,
CT-RBG-2-134,3,50,1,0,0,,,,,
CT-RBG-2-134,3,50,2,0,0,,,,,
CT-RBG-2-134,3,50,3,0,0,,,,,
CT-RBG-2-134,3,50,4,720,109.5,,,,,
CT-RBG-2-134,3,40,1,0,0,,,,,
CT-RBG-2-134,3,40,2,0,0,,,,,
CT-RBG-2-134,3,40,3,0,0,,,,,
CT-RBG-2-134,3,40,4,530,82.1,,,,,
CT-RBG-2-134,3,30,1,576,56.5,,,,,
CT-RBG-2-134,3,30,2,550,45.5,,,,,
CT-RBG-2-134,3,30,3,0,0,,,,,
CT-RBG-2-134,3,30,4,386,97.1,,1,,,
CT-RBG-2-134,3,20,1,620,49.9,,,,,
CT-RBG-2-134,3,20,2,650,56.9,,,,,
CT-RBG-2-134,3,20,3,665,65.5,,,,,
CT-RBG-2-134,3,20,4,230,40.5,,,,,
CT-RBG-2-134,3,10,1,625,43.2,,,,,
CT-RBG-2-134,3,10,2,140,39.6,,,,,
CT-RBG-2-134,3,10,3,280,49,,1,,,
CT-RBG-2-134,3,10,4,450,47.8,,,,,
CT-RBG-2-88,1,50,1,730,44.1,,,,,
CT-RBG-2-88,1,50,2,76,48.8,,,,,
CT-RBG-2-88,1,50,3,235,99,,,,,
CT-RBG-2-88,1,50,4,453,58.3,,1,,,
CT-RBG-2-88,1,40,1,950,46.5,,,,,
CT-RBG-2-88,1,40,2,863,99.4,,,,,
CT-RBG-2-88,1,40,3,170,32.1,,,,,
CT-RBG-2-88,1,40,4,690,88.2,,,,,
CT-RBG-2-88,1,30,1,270,38.4,,,,,
CT-RBG-2-88,1,30,2,660,100,,,,,
CT-RBG-2-88,1,30,3,653,48.8,,,,,
CT-RBG-2-88,1,30,4,526,76.5,,,,,
CT-RBG-2-88,1,20,1,250,212.6,,,,,
CT-RBG-2-88,1,20,2,65,38.2,,,,,
CT-RBG-2-88,1,20,3,260,64.5,,,,,
CT-RBG-2-88,1,20,4,520,44.4,,,,,
CT-RBG-2-88,1,10,1,595,46.5,,,,,
CT-RBG-2-88,1,10,2,273,42.4,,,,,
CT-RBG-2-88,1,10,3,166,43.4,,,,,
CT-RBG-2-88,1,10,4,500,103.9,,,,,
CT-RBG-2-88,2,50,1,150,77.4,,,,,
CT-RBG-2-88,2,50,2,0,0,,,,,
CT-RBG-2-88,2,50,3,0,0,,,,,
CT-RBG-2-88,2,50,4,168,63.9,,,,,
CT-RBG-2-88,2,40,1,320,41.4,,,,,
CT-RBG-2-88,2,40,2,196,39.2,,,,,
CT-RBG-2-88,2,40,3,0,0,,,,,
CT-RBG-2-88,2,40,4,52,42.8,,,,,
CT-RBG-2-88,2,30,1,465,272.1,,,,,
CT-RBG-2-88,2,30,2,342,74.3,,,,,
CT-RBG-2-88,2,30,3,0,0,,,,,
CT-RBG-2-88,2,30,4,162,197.6,,,,,
CT-RBG-2-88,2,20,1,700,73.2,,,,,
CT-RBG-2-88,2,20,2,385,39.4,,,,,
CT-RBG-2-88,2,20,3,505,33.1,,,,,
CT-RBG-2-88,2,20,4,530,46.9,,,,,
CT-RBG-2-88,2,10,1,600,73.4,,,,,
CT-RBG-2-88,2,10,2,328,73.5,,,,,
CT-RBG-2-88,2,10,3,290,31.9,,,,,
CT-RBG-2-88,2,10,4,480,30.6,,,,,
CT-RBG-2-88,3,50,1,526,121.9,,,,,
CT-RBG-2-88,3,50,2,70,60.9,,,,,
CT-RBG-2-88,3,50,3,580,155.3,,,,,
CT-RBG-2-88,3,50,4,82,51.3,,,,,
CT-RBG-2-88,3,40,1,306,88.5,,,,,
CT-RBG-2-88,3,40,2,450,80.6,,,,,
CT-RBG-2-88,3,40,3,948,267.8,,,,,
CT-RBG-2-88,3,40,4,346,44.1,,,,,
CT-RBG-2-88,3,30,1,440,56.3,,,,,
CT-RBG-2-88,3,30,2,240,81.5,,,,,
CT-RBG-2-88,3,30,3,430,55.6,,,,,
CT-RBG-2-88,3,30,4,288,42.8,,,,,
CT-RBG-2-88,3,20,1,505,185.8,,,,,
CT-RBG-2-88,3,20,2,545,,,,,rep p30 q1,
CT-RBG-2-88,3,20,3,580,69.4,,,,,
CT-RBG-2-88,3,20,4,420,79.4,,,,,
CT-RBG-2-88,3,10,1,770,91.8,,,,,
CT-RBG-2-88,3,10,2,410,99.2,,,,,
CT-RBG-2-88,3,10,3,740,49.4,,,,,
CT-RBG-2-88,3,10,4,326,46.8,,,,,
CT-RBG-2-89,1,50,1,312,33.4,,,,,
CT-RBG-2-89,1,50,2,200,141.7,,,,,
CT-RBG-2-89,1,50,3,210,137.1,,,,,
CT-RBG-2-89,1,50,4,526,34,,,,,
CT-RBG-2-89,1,40,1,175,56.3,,,,,
CT-RBG-2-89,1,40,2,620,37.2,,,,,
CT-RBG-2-89,1,40,3,370,53.4,,,,,
CT-RBG-2-89,1,40,4,720,99.1,,,,,
CT-RBG-2-89,1,30,1,361,36.2,,,,,
CT-RBG-2-89,1,30,2,394,77,,,,,
CT-RBG-2-89,1,30,3,330,,,,,rep p40 q4,
CT-RBG-2-89,1,30,4,280,47,,,,,
CT-RBG-2-89,1,20,1,270,43.5,,,,,
CT-RBG-2-89,1,20,2,500,44.7,,,,,
CT-RBG-2-89,1,20,3,353,32.3,,,,,
CT-RBG-2-89,1,20,4,271,129.8,,,,,
CT-RBG-2-89,1,10,1,215,53.6,,,,,
CT-RBG-2-89,1,10,2,255,30.6,,,,,
CT-RBG-2-89,1,10,3,60,42.6,,,,,
CT-RBG-2-89,1,10,4,480,74.1,,,,,
CT-RBG-2-89,1,50,1,470,41.9,,,,,
CT-RBG-2-89,2,50,2,446,44.6,,,,,
CT-RBG-2-89,2,50,3,413,64.3,,,,,
CT-RBG-2-89,2,50,4,560,66.2,,,,,
CT-RBG-2-89,2,40,1,400,58.7,,,,,
CT-RBG-2-89,2,40,2,462,36.1,,,,,
CT-RBG-2-89,2,40,3,120,87.5,,,,,
CT-RBG-2-89,2,40,4,182,51.9,,,,,
CT-RBG-2-89,2,30,1,620,48.7,,,,,
CT-RBG-2-89,2,30,2,443,95.9,,,,,
CT-RBG-2-89,2,30,3,146,82.2,,,,,
CT-RBG-2-89,2,30,4,303,49.5,,,,,
CT-RBG-2-89,2,20,1,260,46,,,,,
CT-RBG-2-89,2,20,2,550,58.5,,,,,
CT-RBG-2-89,2,20,3,260,39.4,,,,,
CT-RBG-2-89,2,20,4,0,0,,,,,
CT-RBG-2-89,2,10,1,440,127.5,,,,,
CT-RBG-2-89,2,10,2,290,197.4,,,,,
CT-RBG-2-89,2,10,3,323,42.2,,,,,
CT-RBG-2-89,2,10,4,415,51.1,,,,,
CT-RBG-2-89,3,50,1,0,0,,,,,
CT-RBG-2-89,3,50,2,0,0,,,,,
CT-RBG-2-89,3,50,3,0,0,,,,,
CT-RBG-2-89,3,50,4,540,34.2,,,,,
CT-RBG-2-89,3,40,1,428,39.4,,,1,,
CT-RBG-2-89,3,40,2,627,99.6,,,,,
CT-RBG-2-89,3,40,3,710,62.3,,,,,
CT-RBG-2-89,3,40,4,830,86,,,,,
CT-RBG-2-89,3,30,1,90,32.7,,,,,
CT-RBG-2-89,3,30,2,431,120.9,,,,,
CT-RBG-2-89,3,30,3,0,0,,,,,
CT-RBG-2-89,3,30,4,156,81.8,,,,,
CT-RBG-2-89,3,20,1,263,32.3,,,,,
CT-RBG-2-89,3,20,2,395,35.4,,,,,
CT-RBG-2-89,3,20,3,0,0,,,,,
CT-RBG-2-89,3,20,4,200,138.3,,,,,
CT-RBG-2-89,3,10,1,495,95.7,,,,,
CT-RBG-2-89,3,10,2,92,65.4,,,,,
CT-RBG-2-89,3,10,3,580,43.8,,,,,
CT-RBG-2-89,3,10,4,410,87.6,,,,,
CT-RBG-2-133,1,50,1,170,74.8,,,,,
CT-RBG-2-133,1,50,2,150,30.7,,,,,
CT-RBG-2-133,1,50,3,455,43.9,,,,,
CT-RBG-2-133,1,50,4,587,45.5,,,,,
CT-RBG-2-133,1,40,1,455,43,,,,,
CT-RBG-2-133,1,40,2,400,33.4,,,,,
CT-RBG-2-133,1,40,3,310,42.1,,,,,
CT-RBG-2-133,1,40,4,640,33.1,,,,,
CT-RBG-2-133,1,30,1,700,112.6,,,,,
CT-RBG-2-133,1,30,2,590,43.1,,,,,
CT-RBG-2-133,1,30,3,310,,,,,rep p40 q4,
CT-RBG-2-133,1,30,4,185,40,,,,,
CT-RBG-2-133,1,20,1,575,158.3,,,,,
CT-RBG-2-133,1,20,2,410,39.9,,,,,
CT-RBG-2-133,1,20,3,270,68.7,,,,,
CT-RBG-2-133,1,20,4,315,36.5,,,,,
CT-RBG-2-133,1,10,1,265,45.3,,,,,
CT-RBG-2-133,1,10,2,280,50.4,,,,,
CT-RBG-2-133,1,10,3,193,174.5,,,,,
CT-RBG-2-133,1,10,4,520,94.1,,,,,
CT-RBG-2-133,1,50,1,540,55.3,,,,,
CT-RBG-2-133,2,50,2,447,46.9,,,,,
CT-RBG-2-133,2,50,3,263,58.2,,,,,
CT-RBG-2-133,2,50,4,276,46.1,,,,,
CT-RBG-2-133,2,40,1,190,32.4,,,,,
CT-RBG-2-133,2,40,2,170,40.1,,,,,
CT-RBG-2-133,2,40,3,540,105.7,,,,,
CT-RBG-2-133,2,40,4,640,40.4,,,,,
CT-RBG-2-133,2,30,1,145,63.1,,,,,
CT-RBG-2-133,2,30,2,490,39.5,,,,,
CT-RBG-2-133,2,30,3,465,93.5,,,,,
CT-RBG-2-133,2,30,4,530,39.2,,,,,
CT-RBG-2-133,2,20,1,0,0,,,,,
CT-RBG-2-133,2,20,2,505,32.8,,,,,
CT-RBG-2-133,2,20,3,530,,,,,rep p30 q4,
CT-RBG-2-133,2,20,4,500,194.9,,,,,
CT-RBG-2-133,2,10,1,270,30.6,,,,,
CT-RBG-2-133,2,10,2,0,0,,,,,
CT-RBG-2-133,2,10,3,360,41.8,,,,,
CT-RBG-2-133,2,10,4,80,225.5,,,,,
CT-RBG-2-133,3,50,1,380,34,,,,,
CT-RBG-2-133,3,50,2,586,68.7,,,,,
CT-RBG-2-133,3,50,3,315,33.4,,,,,
CT-RBG-2-133,3,50,4,235,91.4,,,,,
CT-RBG-2-133,3,40,1,80,32.9,,,,,
CT-RBG-2-133,3,40,2,400,31.2,,,,,
CT-RBG-2-133,3,40,3,0,0,,,,,
CT-RBG-2-133,3,40,4,75,30.8,,,,,
CT-RBG-2-133,3,30,1,260,34,,,,,
CT-RBG-2-133,3,30,2,235,45.9,,,,,
CT-RBG-2-133,3,30,3,370,61.3,,,,,
CT-RBG-2-133,3,30,4,532,47.5,,,,,
CT-RBG-2-133,3,20,1,400,33.5,,,,,
CT-RBG-2-133,3,20,2,740,34.4,,,,,
CT-RBG-2-133,3,20,3,170,80.6,,,,,
CT-RBG-2-133,3,20,4,177,95,,,,,
CT-RBG-2-133,3,10,1,0,0,,,,,
CT-RBG-2-133,3,10,2,404,168,,,,,
CT-RBG-2-133,3,10,3,900,190,,,,,
CT-RBG-2-133,3,10,4,650,39,,,,,
CT-RBG-2-73,1,50,1,770,190.5,,,,,
CT-RBG-2-73,1,50,2,420,79,,,,,
CT-RBG-2-73,1,50,3,425,48.6,,,,,
CT-RBG-2-73,1,50,4,400,48.3,,,,,
CT-RBG-2-73,1,40,1,654,49.8,,,,,
CT-RBG-2-73,1,40,2,295,43.1,,,,,
CT-RBG-2-73,1,40,3,170,105.2,,,,,
CT-RBG-2-73,1,40,4,275,86.3,,,,,
CT-RBG-2-73,1,30,1,230,37.3,,,,,
CT-RBG-2-73,1,30,2,650,69.5,,,,,
CT-RBG-2-73,1,30,3,500,50.2,,,,,
CT-RBG-2-73,1,30,4,430,51.2,,,,,
CT-RBG-2-73,1,20,1,0,0,,,,,
CT-RBG-2-73,1,20,2,600,97.8,,,,,
CT-RBG-2-73,1,20,3,80,817,,,,,
CT-RBG-2-73,1,20,4,640,33.6,,,,,
CT-RBG-2-73,1,10,1,270,90.9,,,,,
CT-RBG-2-73,1,10,2,0,0,,,,,
CT-RBG-2-73,1,10,3,157,57.2,,,,,
CT-RBG-2-73,1,10,4,110,175.6,,,,,
CT-RBG-2-73,2,50,1,110,50.6,,,,,
CT-RBG-2-73,2,50,2,0,0,,,,,
CT-RBG-2-73,2,50,3,0,0,,,,,
CT-RBG-2-73,2,50,4,80,65,,,,,
CT-RBG-2-73,2,40,1,310,87.8,,,,,
CT-RBG-2-73,2,40,2,580,48,,,,,
CT-RBG-2-73,2,40,3,0,0,,,,,
CT-RBG-2-73,2,40,4,530,39.8,,,,,
CT-RBG-2-73,2,30,1,300,75.6,,,,,
CT-RBG-2-73,2,30,2,360,114,,1,,,
CT-RBG-2-73,2,30,3,320,42.8,,,,,
CT-RBG-2-73,2,30,4,315,129.1,,,,,
CT-RBG-2-73,2,20,1,650,60.6,,,,,
CT-RBG-2-73,2,20,2,555,82.3,,,,,
CT-RBG-2-73,2,20,3,160,69,,1,,,
CT-RBG-2-73,2,20,4,146,43.8,,,,,
CT-RBG-2-73,2,10,1,460,30.6,,,,,
CT-RBG-2-73,2,10,2,135,39.4,,,,,
CT-RBG-2-73,2,10,3,310,115.8,,,,,
CT-RBG-2-73,2,10,4,300,53.3,,,,,
CT-RBG-2-73,3,50,1,700,41.8,,,,,
CT-RBG-2-73,3,50,2,250,33.6,,,,,
CT-RBG-2-73,3,50,3,240,42.2,,,1,,
CT-RBG-2-73,3,50,4,510,67.2,,,,,
CT-RBG-2-73,3,40,1,440,114.1,,,,,
CT-RBG-2-73,3,40,2,405,39.8,,,1,,
CT-RBG-2-73,3,40,3,364,52.8,,,,,
CT-RBG-2-73,3,40,4,195,36.5,,,,,
CT-RBG-2-73,3,30,1,510,139.2,,,,,
CT-RBG-2-73,3,30,2,695,,,,,,
CT-RBG-2-73,3,30,3,415,105.4,,,,,
CT-RBG-2-73,3,30,4,310,121.9,,,,,
CT-RBG-2-73,3,20,1,615,31.2,,,,,
CT-RBG-2-73,3,20,2,520,67.2,,,,,
CT-RBG-2-73,3,20,3,730,56.3,,,,,
CT-RBG-2-73,3,20,4,155,91.7,,,,,
CT-RBG-2-73,3,10,1,610,204.3,,,,,
CT-RBG-2-73,3,10,2,310,35.9,,,,,
CT-RBG-2-73,3,10,3,320,32.1,,,,,
CT-RBG-2-73,3,10,4,243,84,,,,,
CT-RBG-2-60,1,50,1,450,32.2,,,,,
CT-RBG-2-60,1,50,2,371,44.2,,,,,
CT-RBG-2-60,1,50,3,530,117,,,,,
CT-RBG-2-60,1,50,4,117,38.5,,,,,
CT-RBG-2-60,1,40,1,426,45.6,,,,,
CT-RBG-2-60,1,40,2,820,64.3,,,,,
CT-RBG-2-60,1,40,3,110,130.2,,,,,
CT-RBG-2-60,1,40,4,67,105.7,,,,,
CT-RBG-2-60,1,30,1,417,100.5,,,,,
CT-RBG-2-60,1,30,2,317,69.2,,,,,
CT-RBG-2-60,1,30,3,449,44.6,,,,,
CT-RBG-2-60,1,30,4,538,46.7,,,,,
CT-RBG-2-60,1,20,1,180,57.6,,,,,
CT-RBG-2-60,1,20,2,214,68.8,,,,,
CT-RBG-2-60,1,20,3,374,32,,,,,
CT-RBG-2-60,1,20,4,576,62.5,,,,,
CT-RBG-2-60,1,10,1,433,31.8,,,,,
CT-RBG-2-60,1,10,2,271,43.7,,,,,
CT-RBG-2-60,1,10,3,398,76.5,,,,,
CT-RBG-2-60,1,10,4,46,84,,,,,
CT-RBG-2-60,1,50,1,330,116,,,,,
CT-RBG-2-60,2,50,2,350,33.5,,,,,
CT-RBG-2-60,2,50,3,320,36.5,,,,,
CT-RBG-2-60,2,50,4,148,37.7,,,,,
CT-RBG-2-60,2,40,1,355,49,,,,,
CT-RBG-2-60,2,40,2,525,150,,,,,
CT-RBG-2-60,2,40,3,440,39.5,,,,,
CT-RBG-2-60,2,40,4,530,51.3,,,,,
CT-RBG-2-60,2,30,1,525,38.5,,,,,
CT-RBG-2-60,2,30,2,167,36,,,,,
CT-RBG-2-60,2,30,3,500,50.8,,,,,
CT-RBG-2-60,2,30,4,165,66,,,,,
CT-RBG-2-60,2,20,1,247,34.5,,,,,
CT-RBG-2-60,2,20,2,610,60,,,,,
CT-RBG-2-60,2,20,3,147,34,,,,,
CT-RBG-2-60,2,20,4,342,45,,,,,
CT-RBG-2-60,2,10,1,850,48.3,,,,,
CT-RBG-2-60,2,10,2,430,100,,,,,
CT-RBG-2-60,2,10,3,383,39.5,,,,,
CT-RBG-2-60,2,10,4,312,85,,,,,
CT-RBG-2-60,3,50,1,578,43,,,,,
CT-RBG-2-60,3,50,2,192,69,,,,,
CT-RBG-2-60,3,50,3,362,150,,,,,
CT-RBG-2-60,3,50,4,511,70,,,,,
CT-RBG-2-60,3,40,1,618,33.9,,,,,
CT-RBG-2-60,3,40,2,406,34,,,,,
CT-RBG-2-60,3,40,3,302,33.8,,,,,
CT-RBG-2-60,3,40,4,462,51.5,,,,,
CT-RBG-2-60,3,30,1,500,47.5,,,,,
CT-RBG-2-60,3,30,2,75,40.8,,,,,
CT-RBG-2-60,3,30,3,381,98.6,,1,,,
CT-RBG-2-60,3,30,4,478,66.1,,,,,
CT-RBG-2-60,3,20,1,318,61,,,,,
CT-RBG-2-60,3,20,2,421,40.6,,,,,
CT-RBG-2-60,3,20,3,520,,,,,rep p30 q4,
CT-RBG-2-60,3,20,4,718,33.5,,,,,
CT-RBG-2-60,3,10,1,580,33.4,,,,,
CT-RBG-2-60,3,10,2,716,43.4,,,,,
CT-RBG-2-60,3,10,3,484,,1,,,,
CT-RBG-2-60,3,10,4,494,56,,,,,
CT-RBG-2-61,1,50,1,308,55.5,,,,,
CT-RBG-2-61,1,50,2,330,35,,,,,
CT-RBG-2-61,1,50,3,920,77.3,,,,,
CT-RBG-2-61,1,50,4,570,44,,,,,
CT-RBG-2-61,1,40,1,590,33,,,,,
CT-RBG-2-61,1,40,2,797,91,,,,,
CT-RBG-2-61,1,40,3,500,96,,,,,
CT-RBG-2-61,1,40,4,390,61,,,,,
CT-RBG-2-61,1,30,1,280,39,,,,,
CT-RBG-2-61,1,30,2,0,0,,,,,
CT-RBG-2-61,1,30,3,380,61.7,,1,,,
CT-RBG-2-61,1,30,4,162,36.8,,,,,
CT-RBG-2-61,1,20,1,495,58,,,,,
CT-RBG-2-61,1,20,2,245,56,,,,,
CT-RBG-2-61,1,20,3,660,109,,,,,
CT-RBG-2-61,1,20,4,600,179,,,,,
CT-RBG-2-61,1,10,1,200,36,,,,,
CT-RBG-2-61,1,10,2,240,87,,,,,
CT-RBG-2-61,1,10,3,350,,,,,,
CT-RBG-2-61,1,10,4,84,44,,,,,
CT-RBG-2-61,1,50,1,610,58,,,,,
CT-RBG-2-61,2,50,2,340,128,,,,,
CT-RBG-2-61,2,50,3,790,113,,,,,
CT-RBG-2-61,2,50,4,360,55,,,,,
CT-RBG-2-61,2,40,1,390,45,,,,,
CT-RBG-2-61,2,40,2,420,60,,,1,,
CT-RBG-2-61,2,40,3,450,66,,,,,
CT-RBG-2-61,2,40,4,400,51,,,,,
CT-RBG-2-61,2,30,1,280,38,,,,,
CT-RBG-2-61,2,30,2,387,45,,,,,
CT-RBG-2-61,2,30,3,140,38,,,,,
CT-RBG-2-61,2,30,4,300,110,,,,,
CT-RBG-2-61,2,20,1,50,74,,,,,
CT-RBG-2-61,2,20,2,620,148,,,,,
CT-RBG-2-61,2,20,3,570,62,,,,,
CT-RBG-2-61,2,20,4,340,44,,,,,
CT-RBG-2-61,2,10,1,350,57,,,,,
CT-RBG-2-61,2,10,2,160,84,,,,,
CT-RBG-2-61,2,10,3,180,59,,,,,
CT-RBG-2-61,2,10,4,550,63,,,,,
CT-RBG-2-61,3,50,1,120,52,,,,,
CT-RBG-2-61,3,50,2,320,37.5,,,,,
CT-RBG-2-61,3,50,3,70,75,,,,,
CT-RBG-2-61,3,50,4,380,133,,,,,
CT-RBG-2-61,3,40,1,386,46.5,,,,,
CT-RBG-2-61,3,40,2,105,51.6,,,,,
CT-RBG-2-61,3,40,3,620,46.2,,,,,
CT-RBG-2-61,3,40,4,104,32.7,,,,,
CT-RBG-2-61,3,30,1,212,136.5,,,,,
CT-RBG-2-61,3,30,2,670,184,,,,,
CT-RBG-2-61,3,30,3,85,52.5,,,,,
CT-RBG-2-61,3,30,4,381,89.9,,,,,
CT-RBG-2-61,3,20,1,572,179,,,,,
CT-RBG-2-61,3,20,2,285,62.6,,,,,
CT-RBG-2-61,3,20,3,767,116.5,,,,,
CT-RBG-2-61,3,20,4,458,46.7,,,,,
CT-RBG-2-61,3,10,1,75,156,,,,,
CT-RBG-2-61,3,10,2,266,44.6,,,,,
CT-RBG-2-61,3,10,3,172,31.9,,,,,
CT-RBG-2-61,3,10,4,567,44.2,,,,,
CT-RBG-1-12,1,50,1,713,46,,,,,
CT-RBG-1-12,1,50,2,430,96.5,,1,,,
CT-RBG-1-12,1,50,3,292,99,,,,,
CT-RBG-1-12,1,50,4,481,46.5,,,,,
CT-RBG-1-12,1,40,1,651,68,,,,,
CT-RBG-1-12,1,40,2,630,45.5,,,,,
CT-RBG-1-12,1,40,3,309,137,,,,,
CT-RBG-1-12,1,40,4,610,34,,,,,
CT-RBG-1-12,1,30,1,0,0,,,,,
CT-RBG-1-12,1,30,2,0,0,,,,,
CT-RBG-1-12,1,30,3,339,45.5,,,,,
CT-RBG-1-12,1,30,4,425,52,,,,,
CT-RBG-1-12,1,20,1,543,42,,,,,
CT-RBG-1-12,1,20,2,900,61,,,,,
CT-RBG-1-12,1,20,3,,,,,,,
CT-RBG-1-12,1,20,4,790,56,,,,,
CT-RBG-1-12,1,10,1,448,46.5,,,,,
CT-RBG-1-12,1,10,2,539,58,,,,,
CT-RBG-1-12,1,10,3,155,80,,,,,
CT-RBG-1-12,1,10,4,154,53,,,,,
CT-RBG-1-12,1,50,1,357,61.5,,,,,
CT-RBG-1-12,2,50,2,686,57.5,,,,,
CT-RBG-1-12,2,50,3,703,47,,,,,
CT-RBG-1-12,2,50,4,36,72.3,,,,,
CT-RBG-1-12,2,40,1,248,40.5,,,,,
CT-RBG-1-12,2,40,2,248,33,,,,,
CT-RBG-1-12,2,40,3,353,36.5,,,,,
CT-RBG-1-12,2,40,4,461,69.5,,,,,
CT-RBG-1-12,2,30,1,510,42,,,,,
CT-RBG-1-12,2,30,2,58,77,,,,,
CT-RBG-1-12,2,30,3,571,34,,,,,
CT-RBG-1-12,2,30,4,872,50,,,,,
CT-RBG-1-12,2,20,1,353,65.5,,1,1,,
CT-RBG-1-12,2,20,2,206,32,,,,,
CT-RBG-1-12,2,20,3,233,35.5,,,,,
CT-RBG-1-12,2,20,4,245,38,,,,,
CT-RBG-1-12,2,10,1,0,0,,,,,
CT-RBG-1-12,2,10,2,351,61.5,,,,,
CT-RBG-1-12,2,10,3,,,,,,,
CT-RBG-1-12,2,10,4,414,97,,,,,
CT-RBG-1-12,3,50,1,210,120,,,,,
CT-RBG-1-12,3,50,2,47,53.5,,,,,
CT-RBG-1-12,3,50,3,1000,62,,,,,
CT-RBG-1-12,3,50,4,470,39.5,,,,,
CT-RBG-1-12,3,40,1,353,32.5,,,,,
CT-RBG-1-12,3,40,2,590,,,,,,
CT-RBG-1-12,3,40,3,580,40.5,,,,,
CT-RBG-1-12,3,40,4,870,67,,,,,
CT-RBG-1-12,3,30,1,807,79,,,,,
CT-RBG-1-12,3,30,2,484,71,,,,,
CT-RBG-1-12,3,30,3,550,107.5,,,,,
CT-RBG-1-12,3,30,4,630,40,,,,,
CT-RBG-1-12,3,20,1,600,34,,,,,
CT-RBG-1-12,3,20,2,,,,,,,
CT-RBG-1-12,3,20,3,287,105,,,,,
CT-RBG-1-12,3,20,4,382,65.5,,,,,
CT-RBG-1-12,3,10,1,848,70,,,,,
CT-RBG-1-12,3,10,2,302,60,,,,,
CT-RBG-1-12,3,10,3,500,49,,,1,,
CT-RBG-1-12,3,10,4,240,49.5,,,,,
CT-RBG-1-09,1,50,1,133,82.5,,,,,
CT-RBG-1-09,1,50,2,0,0,,,,,
CT-RBG-1-09,1,50,3,151,105,,,,,
CT-RBG-1-09,1,50,4,560,42,,,,,
CT-RBG-1-09,1,40,1,1000,55,,,,,
CT-RBG-1-09,1,40,2,710,36,,,,,
CT-RBG-1-09,1,40,3,500,56,,,,,
CT-RBG-1-09,1,40,4,518,42,,,,,
CT-RBG-1-09,1,30,1,500,63,,,,,
CT-RBG-1-09,1,30,2,630,35,,,,,
CT-RBG-1-09,1,30,3,405,47,,,,,
CT-RBG-1-09,1,30,4,306,44,,,,,
CT-RBG-1-09,1,20,1,440,68,,,,,
CT-RBG-1-09,1,20,2,315,63,,,,,
CT-RBG-1-09,1,20,3,70,39.5,,,,,
CT-RBG-1-09,1,20,4,125,118,,,,,
CT-RBG-1-09,1,10,1,250,39,,,,,
CT-RBG-1-09,1,10,2,387,190,,,,,
CT-RBG-1-09,1,10,3,610,52.5,,,,,
CT-RBG-1-09,1,10,4,12.5,390,,,,,
CT-RBG-1-09,1,50,1,180,86,,1,,,
CT-RBG-1-09,2,50,2,550,72,,,,,
CT-RBG-1-09,2,50,3,570,74,,,,,
CT-RBG-1-09,2,50,4,310,40.5,,,,,
CT-RBG-1-09,2,40,1,910,69,,,,,
CT-RBG-1-09,2,40,2,225,170,,,1,,
CT-RBG-1-09,2,40,3,490,350,,,,,
CT-RBG-1-09,2,40,4,470,59,,,,,
CT-RBG-1-09,2,30,1,180,49,,,,,
CT-RBG-1-09,2,30,2,410,35.5,,,,,
CT-RBG-1-09,2,30,3,152,81,,,,,
CT-RBG-1-09,2,30,4,500,71,,,,,
CT-RBG-1-09,2,20,1,340,54,,,,,
