sitio,trilha,ponto,quadrante,dist,cap,q,m,e,rep,onça
CT-RBG-2-112,1,40,3,325,66,,,1,,
CT-RBG-2-112,1,40,4,470,36,,1,1,,
CT-RBG-2-112,1,30,1,328,35,,1,1,,
CT-RBG-2-112,1,30,2,0,0,,,,,
CT-RBG-2-112,1,30,3,323,34,,,1,,
CT-RBG-2-112,1,30,4,560,116,,,,,
CT-RBG-2-112,1,20,1,383,58,,,,,
CT-RBG-2-112,1,20,2,40,33,,,,,
CT-RBG-2-112,1,20,3,293,38,,,,,
CT-RBG-2-112,1,20,4,354,90,,,,,
CT-RBG-2-112,1,10,1,297,39,,,,,
CT-RBG-2-112,1,10,2,86,51,,,,,
CT-RBG-2-112,1,10,3,487,60.5,,,,,
CT-RBG-2-112,1,10,4,363,42,,,,,
CT-RBG-2-112,1,50,1,277,62,,,,,
CT-RBG-2-112,2,50,2,420,32,,,,,
CT-RBG-2-112,2,50,3,580,47,,,,,
CT-RBG-2-112,2,50,4,440,42,,,,,
CT-RBG-2-112,2,40,1,330,38.5,,,,,
CT-RBG-2-112,2,40,2,176,40,,,,,
CT-RBG-2-112,2,40,3,520,43.5,,,,,
CT-RBG-2-112,2,40,4,303,51,,,,,
CT-RBG-2-112,2,30,1,417,42,,,,,
CT-RBG-2-112,2,30,2,277,100,,,,,
CT-RBG-2-112,2,30,3,0,0,,,,,
CT-RBG-2-112,2,30,4,163,37,,,,,
CT-RBG-2-112,2,20,1,0,0,,,,,
CT-RBG-2-112,2,20,2,420,47,,,,,
CT-RBG-2-112,2,20,3,82,49,,,,,
CT-RBG-2-112,2,20,4,500,76,,,,,
CT-RBG-2-112,2,10,1,700,130.5,,,,,
CT-RBG-2-112,2,10,2,260,82,,,,,
CT-RBG-2-112,2,10,3,95,42.5,,,,,
CT-RBG-2-112,2,10,4,111,91,,,,,
CT-RBG-2-112,3,50,1,0,0,,,,,
CT-RBG-2-112,3,50,2,720,131,,,,,
CT-RBG-2-112,3,50,3,213,85,,,,,
CT-RBG-2-112,3,50,4,330,31.5,,,,,
CT-RBG-2-112,3,40,1,473,33,,,,,
CT-RBG-2-112,3,40,2,0,0,,,,,
CT-RBG-2-112,3,40,3,689,147,,,,,
CT-RBG-2-112,3,40,4,793,61,,,,,
CT-RBG-2-112,3,30,1,106,39,,,,,
CT-RBG-2-112,3,30,2,360,119,,,,,
CT-RBG-2-112,3,30,3,299,52,,,,,
CT-RBG-2-112,3,30,4,120,109.5,,,,,
CT-RBG-2-112,3,20,1,530,33,,,,,
CT-RBG-2-112,3,20,2,275,35,,,,,
CT-RBG-2-112,3,20,3,380,52,,,,,
CT-RBG-2-112,3,20,4,110,40,,,,,
CT-RBG-2-112,3,10,1,340,61.5,,1,,,
CT-RBG-2-112,3,10,2,131,35.5,,,,,
CT-RBG-2-112,3,10,3,170,35,,,,,
CT-RBG-2-112,3,10,4,249,63.5,,1,,,
CT-RBG-2-104,1,50,1,390,43,,,,,
CT-RBG-2-104,1,50,2,780,36,,,,,
CT-RBG-2-104,1,50,3,363,50,,,,,
CT-RBG-2-104,1,50,4,294,109.5,,,,,
CT-RBG-2-104,1,40,1,335,35,,,,,
CT-RBG-2-104,1,40,2,229,52.5,,,,,
CT-RBG-2-104,1,40,3,466,63,,,,,
CT-RBG-2-104,1,40,4,250,61,,,,,
CT-RBG-2-104,1,30,1,203,120.5,,,,,
CT-RBG-2-104,1,30,2,500,67,,,,,
CT-RBG-2-104,1,30,3,523,54,,,,,
CT-RBG-2-104,1,30,4,538,91,,,,,
CT-RBG-2-104,1,20,1,340,63,,,,,
CT-RBG-2-104,1,20,2,0,0,,,,,
CT-RBG-2-104,1,20,3,164,49,,,,,
CT-RBG-2-104,1,20,4,483,45,,,,,
CT-RBG-2-104,1,10,1,800,47,,,,,
CT-RBG-2-104,1,10,2,400,45,,,,,
CT-RBG-2-104,1,10,3,337,35,,,,,
CT-RBG-2-104,1,10,4,353,48,,,,,
CT-RBG-2-104,2,50,1,830,48,,,,,
CT-RBG-2-104,2,50,2,745,185,,,,,
CT-RBG-2-104,2,50,3,65,32,,,,,
CT-RBG-2-104,2,50,4,180,65.5,,,,,
CT-RBG-2-104,2,40,1,330,54,,,,,
CT-RBG-2-104,2,40,2,254,62,,,,,
CT-RBG-2-104,2,40,3,169,34,,,,,
CT-RBG-2-104,2,40,4,400,41,,,,,
CT-RBG-2-104,2,30,1,150,54.5,,,,,
CT-RBG-2-104,2,30,2,0,0,,,,,
CT-RBG-2-104,2,30,3,312,34,,,,,
CT-RBG-2-104,2,30,4,401,32,,,,,
CT-RBG-2-104,2,20,1,580,150,,,,,
CT-RBG-2-104,2,20,2,400,73,,,,,
CT-RBG-2-104,2,20,3,460,45,,,,,
CT-RBG-2-104,2,20,4,428,46.5,,,,,
CT-RBG-2-104,2,10,1,378,60,,,,,
CT-RBG-2-104,2,10,2,414,69,,,,,
CT-RBG-2-104,2,10,3,610,50,,,,,
CT-RBG-2-104,2,10,4,320,35,,,,,
CT-RBG-2-104,3,50,1,322,77,,,,,
CT-RBG-2-104,3,50,2,225,37,,,,,
CT-RBG-2-104,3,50,3,310,50.5,,,,,
CT-RBG-2-104,3,50,4,427,46,,,,,
CT-RBG-2-104,3,40,1,363,40,,,,,
CT-RBG-2-104,3,40,2,329,32,,,,,
CT-RBG-2-104,3,40,3,264,35,,,,,
CT-RBG-2-104,3,40,4,84,76,,,,,
CT-RBG-2-104,3,30,1,241,53,,,,,
CT-RBG-2-104,3,30,2,0,0,,,,,
CT-RBG-2-104,3,30,3,730,51,,,,,
CT-RBG-2-104,3,30,4,397,44,,,,,
CT-RBG-2-104,3,20,1,0,0,,,,,
CT-RBG-2-104,3,20,2,270,67,,1,,,
CT-RBG-2-104,3,20,3,267,91,,,,,
CT-RBG-2-104,3,20,4,210,37,,,,,
CT-RBG-2-104,3,10,1,450,71.5,,,,,
CT-RBG-2-104,3,10,2,550,42,,,,,
CT-RBG-2-104,3,10,3,800,40,,,,,
CT-RBG-2-104,3,10,4,190,151,,,,,
CT-RBG-2-105,1,50,1,315,133,,,,,
CT-RBG-2-105,1,50,2,710,65,,,,,
CT-RBG-2-105,1,50,3,140,63,,,,,
CT-RBG-2-105,1,50,4,490,60,,,,,
CT-RBG-2-105,1,40,1,475,36,,,,,
CT-RBG-2-105,1,40,2,165,192,,,,,
CT-RBG-2-105,1,40,3,118,210,,,,,
CT-RBG-2-105,1,40,4,550,49,,,,,
CT-RBG-2-105,1,30,1,614,67,,,,,
CT-RBG-2-105,1,30,2,225,57,,1,,,
CT-RBG-2-105,1,30,3,280,48.5,,,,,
CT-RBG-2-105,1,30,4,484,40,,,,,
CT-RBG-2-105,1,20,1,466,66,,,,,
CT-RBG-2-105,1,20,2,274,38,,,,,
CT-RBG-2-105,1,20,3,96,68,,,,,
CT-RBG-2-105,1,20,4,182,35.5,,,,,
CT-RBG-2-105,1,10,1,122,46.5,,,,,
CT-RBG-2-105,1,10,2,220,44,,,,,
CT-RBG-2-105,1,10,3,560,33,,,,,
CT-RBG-2-105,1,10,4,363,45,,1,,,
CT-RBG-2-105,2,50,1,267,32,,,,,
CT-RBG-2-105,2,50,2,237,131.5,,,,,
CT-RBG-2-105,2,50,3,0,0,,,,,
CT-RBG-2-105,2,50,4,650,96,,,,,
CT-RBG-2-105,2,40,1,213,110.5,,,1,,
CT-RBG-2-105,2,40,2,340,151.5,,1,,,
CT-RBG-2-105,2,40,3,443,34,,,,,
CT-RBG-2-105,2,40,4,185,103,,,,,
CT-RBG-2-105,2,30,1,286,89,,,,,
CT-RBG-2-105,2,30,2,500,35,,,,,
CT-RBG-2-105,2,30,3,250,46,,1,,,
CT-RBG-2-105,2,30,4,580,45,,,,,
CT-RBG-2-105,2,20,1,336,145,,,,,
CT-RBG-2-105,2,20,2,520,34,,,,,
CT-RBG-2-105,2,20,3,305,35,,,,,
CT-RBG-2-105,2,20,4,372,33,,,,,
CT-RBG-2-105,2,10,1,53,57,,1,,,
CT-RBG-2-105,2,10,2,274,43,,,,,
CT-RBG-2-105,2,10,3,113,106.5,,,,,
CT-RBG-2-105,2,10,4,205,45,,,,,
CT-RBG-2-105,3,50,1,0,0,,,,,
CT-RBG-2-105,3,50,2,465,34,,,,,
CT-RBG-2-105,3,50,3,420,46,,,,,
CT-RBG-2-105,3,50,4,299,66,,,,,
CT-RBG-2-105,3,40,1,218,42,,,,,
CT-RBG-2-105,3,40,2,950,76,,,,,
CT-RBG-2-105,3,40,3,566,62.5,,,,,
CT-RBG-2-105,3,40,4,235,100,,,,,
CT-RBG-2-105,3,30,1,185,63,,,,,
CT-RBG-2-105,3,30,2,427,55.5,,,,,
CT-RBG-2-105,3,30,3,425,51.5,,,,,
CT-RBG-2-105,3,30,4,160,32,,,,,
CT-RBG-2-105,3,20,1,680,107,,,,,
CT-RBG-2-105,3,20,2,210,39,,,,,
CT-RBG-2-105,3,20,3,320,34,,,,,
CT-RBG-2-105,3,20,4,393,63,,,,,
CT-RBG-2-105,3,10,1,196,51.5,,,,,
CT-RBG-2-105,3,10,2,620,73,,,,,
CT-RBG-2-105,3,10,3,900,62,,,,,
CT-RBG-2-105,3,10,4,282,55,,,,,
CT-RBG-1-22,1,50,1,112,43.5,,,,,
CT-RBG-1-22,1,50,2,390,78,,,,,
CT-RBG-1-22,1,50,3,649,48,,,,,
CT-RBG-1-22,1,50,4,130,40,,,,,
CT-RBG-1-22,1,40,1,589,35,,,,,
CT-RBG-1-22,1,40,2,700,139.5,,,,,
CT-RBG-1-22,1,40,3,95,45,,,,,
CT-RBG-1-22,1,40,4,436,202,,,,,
CT-RBG-1-22,1,30,1,251,62,,,,,
CT-RBG-1-22,1,30,2,340,36.5,,1,,,
CT-RBG-1-22,1,30,3,294,51,,,,,
CT-RBG-1-22,1,30,4,535,42,,,,,
CT-RBG-1-22,1,20,1,112,132,,,,,
CT-RBG-1-22,1,20,2,510,105,,1,,,
CT-RBG-1-22,1,20,3,285,61,,,,,
CT-RBG-1-22,1,20,4,452,67,,,,,
CT-RBG-1-22,1,10,1,271,77.5,,,,,
CT-RBG-1-22,1,10,2,120,35,,,,,
CT-RBG-1-22,1,10,3,490,146,,1,,,
CT-RBG-1-22,1,10,4,127,34,,,,,
CT-RBG-1-22,2,50,1,208,38.5,,,,,
CT-RBG-1-22,2,50,2,286,61,,,,,
CT-RBG-1-22,2,50,3,450,66.5,,,,,
CT-RBG-1-22,2,50,4,203,42,,,,,
CT-RBG-1-22,2,40,1,430,58,,,,,
CT-RBG-1-22,2,40,2,433,56.5,,,,,
CT-RBG-1-22,2,40,3,194,32,,,,,
CT-RBG-1-22,2,40,4,80,47.5,,,,,
CT-RBG-1-22,2,30,1,384,53,,,,,
CT-RBG-1-22,2,30,2,284,66,,,,,
CT-RBG-1-22,2,30,3,421,33,,,,,
CT-RBG-1-22,2,30,4,30,34.5,,,,,
CT-RBG-1-22,2,20,1,57,50,,,,,
CT-RBG-1-22,2,20,2,375,40,,,,,
CT-RBG-1-22,2,20,3,670,102,,,,,
CT-RBG-1-22,2,20,4,408,86,,,,,
CT-RBG-1-22,2,10,1,213,34.5,,,,,
CT-RBG-1-22,2,10,2,339,124,,,,,
CT-RBG-1-22,2,10,3,300,124,,,,,
CT-RBG-1-22,2,10,4,313,72,,,,,
CT-RBG-1-22,3,50,1,434,48,,,,,
CT-RBG-1-22,3,50,2,648,68,,,1,,
CT-RBG-1-22,3,50,3,670,35,,,,,
CT-RBG-1-22,3,50,4,800,41.5,,,,,
CT-RBG-1-22,3,40,1,419,75,,,,,
CT-RBG-1-22,3,40,2,497,32,,,,,
CT-RBG-1-22,3,40,3,90,66.5,,,,,
CT-RBG-1-22,3,40,4,68,89.5,,,,,
CT-RBG-1-22,3,30,1,500,180,,,,,
CT-RBG-1-22,3,30,2,317,41.5,,,,,
CT-RBG-1-22,3,30,3,166,74,,,,,
CT-RBG-1-22,3,30,4,92,37,,,,,
CT-RBG-1-22,3,20,1,520,34.5,,,,,
CT-RBG-1-22,3,20,2,500,,,,,rep p30 q1,
CT-RBG-1-22,3,20,3,152,53.5,,1,,,
CT-RBG-1-22,3,20,4,226,32.5,,,,,
CT-RBG-1-22,3,10,1,600,52,,,,,
CT-RBG-1-22,3,10,2,350,59,,,,,
CT-RBG-1-22,3,10,3,570,37,,,,,
CT-RBG-1-22,3,10,4,375,53.5,,,,,
CT-RBG-1-13,1,50,1,186,78,,,,,
CT-RBG-1-13,1,50,2,662,52.5,,,,,
CT-RBG-1-13,1,50,3,357,47,,,,,
CT-RBG-1-13,1,50,4,711,88.5,,,,,
CT-RBG-1-13,1,40,1,313,53,,,1,,
CT-RBG-1-13,1,40,2,571,71,,,,,
CT-RBG-1-13,1,40,3,256,48.5,,,1,,
CT-RBG-1-13,1,40,4,164,44,,,1,,
CT-RBG-1-13,1,30,1,131,91.5,,,1,,
CT-RBG-1-13,1,30,2,574,102,,,1,,
CT-RBG-1-13,1,30,3,133,43.5,,,1,,
CT-RBG-1-13,1,30,4,540,48.5,,,1,,
CT-RBG-1-13,1,20,1,407,33.5,,,,,
CT-RBG-1-13,1,20,2,347,32,,,,,
CT-RBG-1-13,1,20,3,228,40.5,,,,,
CT-RBG-1-13,1,20,4,140,41,,,,,
CT-RBG-1-13,1,10,1,700,67.5,,,,,
CT-RBG-1-13,1,10,2,545,34,,,,,
CT-RBG-1-13,1,10,3,510,42,,,,,
CT-RBG-1-13,1,10,4,137,35,,,,,
CT-RBG-1-13,2,50,1,580,33,,,,,
CT-RBG-1-13,2,50,2,750,114,,,,,
CT-RBG-1-13,2,50,3,189,49,,,,,
CT-RBG-1-13,2,50,4,540,103.5,,,,,
CT-RBG-1-13,2,40,1,400,46,,,,,
CT-RBG-1-13,2,40,2,600,,,,,rep p50 q1,
CT-RBG-1-13,2,40,3,273,91.5,,,1,,
CT-RBG-1-13,2,40,4,387,31.5,,,,,
CT-RBG-1-13,2,30,1,615,43,,,,,
CT-RBG-1-13,2,30,2,500,,,,,rep p40 q1,
CT-RBG-1-13,2,30,3,587,45.5,,,,,
CT-RBG-1-13,2,30,4,280,45.5,,1,,,
CT-RBG-1-13,2,20,1,364,56.5,,,,,
CT-RBG-1-13,2,20,2,495,56,,,,,
CT-RBG-1-13,2,20,3,515,39.5,,,1,,
CT-RBG-1-13,2,20,4,359,33,,,,,
CT-RBG-1-13,2,10,1,40,102,,,,,
CT-RBG-1-13,2,10,2,180,55,,,,,
CT-RBG-1-13,2,10,3,686,37.5,,,,,
CT-RBG-1-13,2,10,4,850,142.5,,,,,
CT-RBG-1-13,3,50,1,67,32,,,,,
CT-RBG-1-13,3,50,2,170,65.5,,,,,
CT-RBG-1-13,3,50,3,608,32.5,,,,,
CT-RBG-1-13,3,50,4,330,44,,,,,
CT-RBG-1-13,3,40,1,180,36,,,,,
CT-RBG-1-13,3,40,2,504,38.5,,,,,
CT-RBG-1-13,3,40,3,221,41,,,,,
CT-RBG-1-13,3,40,4,652,55,,,,,
CT-RBG-1-13,3,30,1,180,61,,,,,
CT-RBG-1-13,3,30,2,415,56,,,,,
CT-RBG-1-13,3,30,3,650,53,,,,,
CT-RBG-1-13,3,30,4,620,38.5,,,,,
CT-RBG-1-13,3,20,1,110,52,,,,,
CT-RBG-1-13,3,20,2,710,99.5,,,,,
CT-RBG-1-13,3,20,3,149,40.5,,,,,
CT-RBG-1-13,3,20,4,820,32.5,,,,,
CT-RBG-1-13,3,10,1,643,40,,,,,
CT-RBG-1-13,3,10,2,530,46.5,,,,,
CT-RBG-1-13,3,10,3,280,32,,,,,
CT-RBG-1-13,3,10,4,700,31.5,,,,,
CT-RBG-1-28,1,50,1,980,40,,,,,
CT-RBG-1-28,1,50,2,311,32,,,,,
CT-RBG-1-28,1,50,3,309,92.5,,1,,,
CT-RBG-1-28,1,50,4,520,33.5,,,,,
CT-RBG-1-28,1,40,1,635,50,,,,,
CT-RBG-1-28,1,40,2,378,85,,,,,
CT-RBG-1-28,1,40,3,357,32,,,,,
CT-RBG-1-28,1,40,4,620,55,,,,,
CT-RBG-1-28,1,30,1,20,31.5,,,,,
CT-RBG-1-28,1,30,2,465,49.5,,,,,
CT-RBG-1-28,1,30,3,754,55,,,,,
CT-RBG-1-28,1,30,4,446,40.5,,,,,
CT-RBG-1-28,1,20,1,459,32.5,,,,,
CT-RBG-1-28,1,20,2,339,32.5,,,,,
CT-RBG-1-28,1,20,3,462,41,,,,,
CT-RBG-1-28,1,20,4,90,59.5,,,,,
CT-RBG-1-28,1,10,1,187,79.5,,,,,
CT-RBG-1-28,1,10,2,700,,,,,rep p20 q1,
CT-RBG-1-28,1,10,3,850,37,,,,,
CT-RBG-1-28,1,10,4,165,44.5,,,,,
CT-RBG-1-28,2,50,1,289,55,,,,,
CT-RBG-1-28,2,50,2,73,83.5,,,,,
CT-RBG-1-28,2,50,3,482,50,,,,,
CT-RBG-1-28,2,50,4,500,51,,,,,
CT-RBG-1-28,2,40,1,75,35.5,,,,,
CT-RBG-1-28,2,40,2,500,,,,,rep p50 q4,
CT-RBG-1-28,2,40,3,297,59,,,,,
CT-RBG-1-28,2,40,4,230,44,,,,,
CT-RBG-1-28,2,30,1,800,51.5,,,,,
CT-RBG-1-28,2,30,2,438,107.5,,,,,
CT-RBG-1-28,2,30,3,605,112,,,,,
CT-RBG-1-28,2,30,4,330,57.5,,,,,
CT-RBG-1-28,2,20,1,439,67,,,,,
CT-RBG-1-28,2,20,2,295,52,,,,,
CT-RBG-1-28,2,20,3,344,51.5,,,,,
CT-RBG-1-28,2,20,4,488,85,,,,,
CT-RBG-1-28,2,10,1,350,39.5,,,,,
CT-RBG-1-28,2,10,2,366,36,,,,,
CT-RBG-1-28,2,10,3,434,51,,,,,
CT-RBG-1-28,2,10,4,320,47.5,,,,,
CT-RBG-1-28,3,50,1,342,32,,,,,
CT-RBG-1-28,3,50,2,540,34,,,,,
CT-RBG-1-28,3,50,3,380,35.5,,,,,
CT-RBG-1-28,3,50,4,344,42,,,,,
CT-RBG-1-28,3,40,1,394,65,,,,,
CT-RBG-1-28,3,40,2,166,205,,,,,
CT-RBG-1-28,3,40,3,210,72,,,,,
CT-RBG-1-28,3,40,4,368,61.5,,,,,
CT-RBG-1-28,3,30,1,510,108,,,,,
CT-RBG-1-28,3,30,2,647,66,,,,,
CT-RBG-1-28,3,30,3,365,36,,,,,
CT-RBG-1-28,3,30,4,257,51.5,,,,,
CT-RBG-1-28,3,20,1,403,56,,,,,
CT-RBG-1-28,3,20,2,680,110,,,,,
CT-RBG-1-28,3,20,3,0,0,,,,,
CT-RBG-1-28,3,20,4,836,39.5,,,,,
CT-RBG-1-28,3,10,1,500,81,,,,,
CT-RBG-1-28,3,10,2,190,102,,,,,
CT-RBG-1-28,3,10,3,640,59,,,,,
CT-RBG-1-28,3,10,4,183,47.5,,,,,
CT-RBG-2-72,1,50,1,,,,,,,
CT-RBG-2-72,1,50,2,,,,,,,
CT-RBG-2-72,1,50,3,,,,,,,
CT-RBG-2-72,1,50,4,,,,,,,
CT-RBG-2-72,1,40,1,800,40,,,,,
CT-RBG-2-72,1,40,2,689,112,,1,,,
CT-RBG-2-72,1,40,3,160,87,,,,,
CT-RBG-2-72,1,40,4,460,169,,,,,
CT-RBG-2-72,1,30,1,700,202,,,,,
CT-RBG-2-72,1,30,2,0,0,,,,,
CT-RBG-2-72,1,30,3,326,103,,,,,
CT-RBG-2-72,1,30,4,280,68,,,,,
CT-RBG-2-72,1,20,1,410,66,,,,,
CT-RBG-2-72,1,20,2,187,219,,,,,
CT-RBG-2-72,1,20,3,152,38,,,,,
CT-RBG-2-72,1,20,4,453,45,,,,,
CT-RBG-2-72,1,10,1,255,69,,,,,
CT-RBG-2-72,1,10,2,400,,,,,rep p10 q2,
CT-RBG-2-72,1,10,3,120,41,,,,,
CT-RBG-2-72,1,10,4,215,206,,,,,
CT-RBG-2-72,2,50,1,,,,,,,
CT-RBG-2-72,2,50,2,,,,,,,
CT-RBG-2-72,2,50,3,,,,,,,
CT-RBG-2-72,2,50,4,,,,,,,
CT-RBG-2-72,2,40,1,,,,,,,
CT-RBG-2-72,2,40,2,,,,,,,
CT-RBG-2-72,2,40,3,,,,,,,
CT-RBG-2-72,2,40,4,,,,,,,
CT-RBG-2-72,2,30,1,153,77,,,,,
CT-RBG-2-72,2,30,2,463,57,,,,,
CT-RBG-2-72,2,30,3,295,43.5,,,,,
CT-RBG-2-72,2,30,4,455,67,,,,,
CT-RBG-2-72,2,20,1,257,47,,,,,
CT-RBG-2-72,2,20,2,204,43.5,,,,,
CT-RBG-2-72,2,20,3,280,68,,,,,
CT-RBG-2-72,2,20,4,57,62.5,,,,,
CT-RBG-2-72,2,10,1,454,50,,,,,
CT-RBG-2-72,2,10,2,153,32,,,,,
CT-RBG-2-72,2,10,3,235,109.5,,,,,
CT-RBG-2-72,2,10,4,226,53,,1,,,
CT-RBG-2-72,3,50,1,406,273,,,,,
CT-RBG-2-72,3,50,2,102,50.5,,,,,
CT-RBG-2-72,3,50,3,300,38,,,,,
CT-RBG-2-72,3,50,4,260,46,,,,,
CT-RBG-2-72,3,40,1,321,123,,,,,
CT-RBG-2-72,3,40,2,281,115.5,,,,,
CT-RBG-2-72,3,40,3,110,142.5,,,,,
CT-RBG-2-72,3,40,4,229,58,,,,,
CT-RBG-2-72,3,30,1,89,34,,,,,
CT-RBG-2-72,3,30,2,800,74.5,,,,,
CT-RBG-2-72,3,30,3,151,53.5,,,,,
CT-RBG-2-72,3,30,4,184,54,,,,,
CT-RBG-2-72,3,20,1,187,114,,,,,
CT-RBG-2-72,3,20,2,842,63,,,,,
CT-RBG-2-72,3,20,3,337,81,,,,,
CT-RBG-2-72,3,20,4,344,47,,,,,
CT-RBG-2-72,3,10,1,128,53,,,,,
CT-RBG-2-72,3,10,2,102,88.5,,,,,
CT-RBG-2-72,3,10,3,264,65.5,,,,,
CT-RBG-2-72,3,10,4,683,42.5,,,,,
CT-RBG-2-80,1,50,1,445,42,,,,,
CT-RBG-2-80,1,50,2,355,40,,,,,
CT-RBG-2-80,1,50,3,85,81,,,,,
CT-RBG-2-80,1,50,4,260,38,,,,,
CT-RBG-2-80,1,40,1,500,72,,1,,,
CT-RBG-2-80,1,40,2,447,61,,,,,
CT-RBG-2-80,1,40,3,0,0,,,,,
CT-RBG-2-80,1,40,4,640,42,,,,,
CT-RBG-2-80,1,30,1,0,0,,,,,
CT-RBG-2-80,1,30,2,,,,,,rep p40 q1,
CT-RBG-2-80,1,30,3,394,36,,,,,
CT-RBG-2-80,1,30,4,84,38.5,,,,,
CT-RBG-2-80,1,20,1,270,122.5,,,,,
CT-RBG-2-80,1,20,2,0,0,,,,,
CT-RBG-2-80,1,20,3,260,47,,,,,
CT-RBG-2-80,1,20,4,290,114,,,,,
CT-RBG-2-80,1,10,1,170,47,,,,,
CT-RBG-2-80,1,10,2,800,56,,,,,
CT-RBG-2-80,1,10,3,295,47.5,,,,,
CT-RBG-2-80,1,10,4,465,66,,,,,
CT-RBG-2-80,2,50,1,500,44.5,,,,,
CT-RBG-2-80,2,50,2,372,55,,,,,
CT-RBG-2-80,2,50,3,870,71,,,,,
CT-RBG-2-80,2,50,4,417,44,,,1,,
CT-RBG-2-80,2,40,1,800,150,,,,,
CT-RBG-2-80,2,40,2,247,57.5,,,,,
CT-RBG-2-80,2,40,3,450,114,,,,,
CT-RBG-2-80,2,40,4,800,66,,,,,
CT-RBG-2-80,2,30,1,800,41,,,,,
CT-RBG-2-80,2,30,2,250,34,,,,,
CT-RBG-2-80,2,30,3,132,41.5,,,,,
CT-RBG-2-80,2,30,4,443,40,,,,,
CT-RBG-2-80,2,20,1,262,42,,,,,
CT-RBG-2-80,2,20,2,244,144,,,,,
CT-RBG-2-80,2,20,3,144,33,,,,,
CT-RBG-2-80,2,20,4,590,44,,,,,
CT-RBG-2-80,2,10,1,417,51,,,,,
CT-RBG-2-80,2,10,2,0,0,,,,,
CT-RBG-2-80,2,10,3,147,33,,,,,
CT-RBG-2-80,2,10,4,640,44,,,,,
CT-RBG-2-80,3,50,1,183,134,,,,,
CT-RBG-2-80,3,50,2,443,100.5,,,,,
CT-RBG-2-80,3,50,3,565,61,,,,,
CT-RBG-2-80,3,50,4,331,46,,,,,
CT-RBG-2-80,3,40,1,590,180,,,,,
CT-RBG-2-80,3,40,2,335,47,,,,,
CT-RBG-2-80,3,40,3,90,159.5,,,,,
CT-RBG-2-80,3,40,4,320,40,,,,,
CT-RBG-2-80,3,30,1,390,44,,,,,
CT-RBG-2-80,3,30,2,268,135.5,,,,,
CT-RBG-2-80,3,30,3,650,72,,,,,
CT-RBG-2-80,3,30,4,327,97,,,,,
CT-RBG-2-80,3,20,1,339,38,,,,,
CT-RBG-2-80,3,20,2,193,192,,,,,
CT-RBG-2-80,3,20,3,250,38,,,,,
CT-RBG-2-80,3,20,4,530,73,,,,,
CT-RBG-2-80,3,10,1,276,105,,,,,
CT-RBG-2-80,3,10,2,0,0,,,,,
CT-RBG-2-80,3,10,3,116,33,,,,,
CT-RBG-2-80,3,10,4,431,44,,,,,
CT-RBG-2-71,1,50,1,115,45,,,,,
CT-RBG-2-71,1,50,2,385,234,,,,,
CT-RBG-2-71,1,50,3,280,40,,,,,
CT-RBG-2-71,1,50,4,382,59,,,,,
CT-RBG-2-71,1,40,1,199,129,,,,,
CT-RBG-2-71,1,40,2,435,250,,,,,
CT-RBG-2-71,1,40,3,188,129,,,,,
CT-RBG-2-71,1,40,4,730,46,,,,,
CT-RBG-2-71,1,30,1,403,39,,,,,
CT-RBG-2-71,1,30,2,158,229,,,,,
CT-RBG-2-71,1,30,3,157,52,,,,,
CT-RBG-2-71,1,30,4,354,77,,,,,
CT-RBG-2-71,1,20,1,123,44,,,,,
CT-RBG-2-71,1,20,2,292,165,,,,,
CT-RBG-2-71,1,20,3,275,106,,,,,
CT-RBG-2-71,1,20,4,259,138,,,,,
CT-RBG-2-71,1,10,1,107,43,,,,,
CT-RBG-2-71,1,10,2,291,43,,,,,
CT-RBG-2-71,1,10,3,512,43,,,,,
CT-RBG-2-71,1,10,4,392,33,,,,,
CT-RBG-2-71,2,50,1,512,61,,,,,
CT-RBG-2-71,2,50,2,526,106,,,,,
CT-RBG-2-71,2,50,3,565,54,,,,,
CT-RBG-2-71,2,50,4,407,114,,,,,
CT-RBG-2-71,2,40,1,134,48,,,,,
CT-RBG-2-71,2,40,2,477,34,,,,,
CT-RBG-2-71,2,40,3,469,69,,,,,
CT-RBG-2-71,2,40,4,401,83,,,,,
CT-RBG-2-71,2,30,1,466,93,,,,,
CT-RBG-2-71,2,30,2,635,76,,,,,
CT-RBG-2-71,2,30,3,460,33,,,,,
CT-RBG-2-71,2,30,4,416,128,,,,,
CT-RBG-2-71,2,20,1,235,115,,,,,
CT-RBG-2-71,2,20,2,438,127,,,,,
CT-RBG-2-71,2,20,3,800,118,,,,,
CT-RBG-2-71,2,20,4,400,270,,,,,
CT-RBG-2-71,2,10,1,356,32,,,,,
CT-RBG-2-71,2,10,2,483,39,,,,,
CT-RBG-2-71,2,10,3,125,70,,,,,
CT-RBG-2-71,2,10,4,212,188,,,,,
CT-RBG-2-71,3,50,1,230,126,,,,,
CT-RBG-2-71,3,50,2,500,125,,,,,
CT-RBG-2-71,3,50,3,148,54,,,,,
CT-RBG-2-71,3,50,4,214,38,,,,,
CT-RBG-2-71,3,40,1,280,41,,,,,
CT-RBG-2-71,3,40,2,93,76,,,,,
CT-RBG-2-71,3,40,3,436,35,,,,,
CT-RBG-2-71,3,40,4,322,32,,,,,
CT-RBG-2-71,3,30,1,421,136,,,,,
CT-RBG-2-71,3,30,2,132,38,,,,,
CT-RBG-2-71,3,30,3,323,44,,,,,
CT-RBG-2-71,3,30,4,267,37,,,,,
